"","Generation","strategy","prob","freq_media","freq_sd"
"1",0,"B",0.5,0.333302,0.00402055275359551
"2",0,"O",0.5,0.333422,0.00437960332136659
"3",0,"Y",0.5,0.333276,0.00472925816891855
"4",1,"B",0.5,0.335161,0.0054099775947556
"5",1,"O",0.5,0.333537,0.00609755133830231
"6",1,"Y",0.5,0.331302,0.00572139313401372
"7",2,"B",0.5,0.334335,0.00649847495707083
"8",2,"O",0.5,0.335048,0.00718201288573817
"9",2,"Y",0.5,0.330617,0.00769817051596867
"10",3,"B",0.5,0.333701,0.0073904729144345
"11",3,"O",0.5,0.336253,0.00835061789282202
"12",3,"Y",0.5,0.330046,0.00878613945169586
"13",4,"B",0.5,0.33379,0.00808383472359398
"14",4,"O",0.5,0.33755,0.00964887076660824
"15",4,"Y",0.5,0.32866,0.00909922851652598
"16",5,"B",0.5,0.334321,0.00915099260498912
"17",5,"O",0.5,0.33864,0.0104015635965236
"18",5,"Y",0.5,0.327039,0.0106510861114506
"19",6,"B",0.5,0.334983,0.0103395587796373
"20",6,"O",0.5,0.338789,0.0109860967691998
"21",6,"Y",0.5,0.326228,0.0109847284256762
"22",7,"B",0.5,0.335742,0.0111074838725878
"23",7,"O",0.5,0.339357,0.0114414032391489
"24",7,"Y",0.5,0.324901,0.0112464719046922
"25",8,"B",0.5,0.336765,0.0125470538616067
"26",8,"O",0.5,0.340438,0.0123194908395377
"27",8,"Y",0.5,0.322797,0.0120051374103933
"28",9,"B",0.5,0.337702,0.013906273419002
"29",9,"O",0.5,0.340971,0.0133518984009425
"30",9,"Y",0.5,0.321327,0.0128545386002868
"31",10,"B",0.5,0.340645,0.0146643205768218
"32",10,"O",0.5,0.341178,0.0144073885365962
"33",10,"Y",0.5,0.318177,0.0135972357187746
"34",11,"B",0.5,0.341738,0.0159647894132714
"35",11,"O",0.5,0.341036,0.0151555271779112
"36",11,"Y",0.5,0.317226,0.0143948617375939
"37",12,"B",0.5,0.34339,0.0177619073732343
"38",12,"O",0.5,0.341607,0.0163335080695663
"39",12,"Y",0.5,0.315003,0.015119506799449
"40",13,"B",0.5,0.344845,0.018779159817051
"41",13,"O",0.5,0.341957,0.0175068082283275
"42",13,"Y",0.5,0.313198,0.0158267768243084
"43",14,"B",0.5,0.346863,0.0193275730969561
"44",14,"O",0.5,0.34193,0.018577218045311
"45",14,"Y",0.5,0.311207,0.0159323332702509
"46",15,"B",0.5,0.349087,0.0201874881492913
"47",15,"O",0.5,0.3419,0.0194372026918703
"48",15,"Y",0.5,0.309013,0.0165449779068875
"49",16,"B",0.5,0.351117,0.0215269342917193
"50",16,"O",0.5,0.341836,0.0204171126481902
"51",16,"Y",0.5,0.307047,0.017056042236336
"52",17,"B",0.5,0.353373,0.0224492552574949
"53",17,"O",0.5,0.341985,0.0211245530704023
"54",17,"Y",0.5,0.304642,0.0182821886053618
"55",18,"B",0.5,0.355598,0.0230377247929643
"56",18,"O",0.5,0.342059,0.0215094909519054
"57",18,"Y",0.5,0.302343,0.0184701028145432
"58",19,"B",0.5,0.357885,0.023961544844044
"59",19,"O",0.5,0.341998,0.0228078135645651
"60",19,"Y",0.5,0.300117,0.0188607499824103
"61",20,"B",0.5,0.361111,0.0246099425378681
"62",20,"O",0.5,0.341465,0.0231406999667144
"63",20,"Y",0.5,0.297424,0.0191568756019421
"64",21,"B",0.5,0.364411,0.0259578714439183
"65",21,"O",0.5,0.340532,0.0236081131406262
"66",21,"Y",0.5,0.295057,0.0195760225167361
"67",22,"B",0.5,0.36702,0.0260035506511062
"68",22,"O",0.5,0.339185,0.0236064978856298
"69",22,"Y",0.5,0.293795,0.0196013933487424
"70",23,"B",0.5,0.370319,0.02707928014426
"71",23,"O",0.5,0.33867,0.0250527584722862
"72",23,"Y",0.5,0.291011,0.0204311452434658
"73",24,"B",0.5,0.37317,0.0283370674901161
"74",24,"O",0.5,0.338076,0.0260101694175819
"75",24,"Y",0.5,0.288754,0.0210619932484074
"76",25,"B",0.5,0.376886,0.0287776955577781
